Cust.ID,2008,2009 Q1,2009 Q2,2009 Q3,2009 Q4,# mailings,# phone,# email,AmCancer,RedCross,MS-Society,AmHeart,SaveChildren,WorldFood,Bloom/BW,BetterHome,Money,NY'er,FieldStream,PCWorld,RollingStone,Car,Vacation,Health/Fit
25,26,53,39,35,4,0,2,1,47,11,1,37,2,35,1,1,0,0,1,1,1,0,1,1
4,56,57,42,35,67,0,1,2,36,0,45,0,4,25,0,0,1,1,0,1,1,0,0,1
36,191,19,214,76,44,2,1,1,25,23,16,12,16,41,0,1,1,0,0,1,1,1,1,1
86,16,31,50,232,219,2,1,1,21,21,9,13,11,29,1,1,1,1,0,1,1,0,1,1
0,18,21,15,7,0,1,2,1,61,55,79,29,81,79,0,1,0,1,0,0,0,1,0,0
65,0,98,89,1,26,2,2,0,5,5,2,2,0,3,1,0,0,1,1,1,0,0,1,1
9,150,129,178,111,176,1,1,1,8,8,6,7,1,8,0,0,0,0,0,1,1,1,0,1
47,54,15,8,48,56,2,2,1,16,3,7,10,29,30,1,0,0,1,0,0,0,0,0,0
113,76,123,20,142,11,0,1,1,15,29,35,15,4,14,0,1,1,0,0,1,0,1,0,1
14,95,73,52,63,23,0,2,0,62,12,45,32,9,33,0,1,0,0,1,0,1,1,1,0
148,103,224,61,97,10,1,1,1,230,430,80,350,160,310,1,1,0,0,0,0,1,0,0,1
50,32,68,56,32,68,0,1,1,4,3,6,4,1,7,0,0,0,0,1,1,1,0,0,1
90,41,68,31,13,26,1,2,1,11,11,3,15,11,0,0,1,0,0,0,0,0,0,1,0
25,26,22,14,1,10,1,0,1,11,39,16,26,7,33,0,1,0,0,0,0,1,0,0,1
32,5,28,16,20,4,1,2,2,1,2,12,9,17,12,0,0,0,1,0,0,0,1,1,1
23,31,181,59,108,28,0,1,0,62,3,43,22,68,13,1,0,1,0,0,1,1,1,1,0
6,8,2,5,7,10,2,0,0,36,32,53,71,67,9,0,0,0,0,1,0,0,0,1,0
2,17,22,33,21,27,1,1,0,23,51,25,43,54,17,0,0,0,1,1,1,0,0,1,0
172,97,56,53,47,95,0,2,0,43,47,44,21,57,11,0,0,1,0,1,1,0,0,1,1
3,16,42,9,13,40,1,1,2,19,21,3,15,17,4,0,0,1,1,1,0,0,1,1,1
63,12,6,50,9,16,2,2,2,40,56,20,10,67,14,0,0,0,1,0,0,1,0,0,1
94,125,119,55,122,17,1,1,0,11,13,2,1,0,8,1,1,0,0,0,0,0,0,1,1
113,169,122,44,150,224,2,0,2,21,22,5,33,26,44,0,0,1,1,1,0,0,0,0,1
162,70,119,16,60,127,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1
109,117,25,114,31,83,1,0,2,17,2,2,18,19,9,1,1,1,0,0,1,0,1,0,0
184,187,199,219,212,158,1,2,0,68,46,12,24,39,71,0,1,0,1,1,1,1,0,0,1
169,190,65,71,124,78,1,1,1,66,27,40,38,15,20,0,0,1,0,1,1,0,1,1,1
89,69,118,114,107,49,1,2,2,13,4,18,17,16,0,0,0,0,0,1,1,1,0,1,0
3,5,3,6,5,6,2,2,0,5,51,24,7,24,51,1,1,0,0,1,1,0,0,1,0
67,108,24,67,88,64,1,1,0,41,35,1,32,53,40,1,1,0,1,1,1,0,1,1,0
11,63,35,30,15,41,2,0,2,9,21,2,12,14,2,1,1,0,1,1,0,1,0,1,0
179,7,131,154,113,26,1,1,1,13,8,40,35,17,37,0,1,0,1,0,0,0,1,1,1
30,79,26,16,90,80,2,0,2,11,8,48,0,33,8,0,0,0,0,1,0,0,1,0,1
64,18,87,94,23,8,1,1,1,19,26,12,12,19,22,1,1,0,0,0,1,0,0,0,0
8,54,20,49,2,41,1,0,1,80,0,36,93,51,46,1,0,1,1,0,0,0,0,1,1
33,17,1,26,53,109,2,1,2,3,3,1,5,1,2,0,0,0,0,0,1,1,1,0,1
0,1,3,5,3,2,0,0,1,37,63,63,24,32,58,0,1,1,1,0,1,1,1,1,0
74,11,101,106,131,131,0,2,2,13,48,23,31,39,51,1,0,1,0,0,0,1,0,0,0
3,21,65,25,31,44,0,0,0,0,24,18,43,16,42,0,0,1,1,1,0,1,0,0,1
8,88,53,67,108,30,2,1,2,15,4,3,30,44,57,1,1,0,1,0,0,0,0,1,0
34,29,6,31,12,90,0,0,1,25,44,57,45,43,56,0,0,0,1,0,1,0,1,1,0
79,40,133,12,110,13,0,1,2,33,6,62,3,69,67,0,0,1,0,0,1,1,0,1,1
43,76,78,122,3,111,0,0,1,25,44,7,73,3,66,0,0,1,1,0,0,0,0,0,1
5,5,9,9,8,6,2,2,2,57,40,17,59,29,35,0,0,0,1,1,0,1,0,0,1
130,193,116,88,70,188,1,2,0,6,1,5,5,3,3,0,1,1,0,1,0,0,1,0,1
113,83,105,105,80,84,2,2,1,66,12,38,84,6,14,1,1,1,0,1,1,0,1,0,1
0,2,0,2,2,1,0,2,2,84,63,16,4,42,13,0,0,1,0,1,1,1,1,0,0
23,8,0,35,3,11,1,2,0,20,9,29,10,25,3,1,1,1,1,0,1,0,0,1,1
8,38,70,73,145,56,2,2,0,14,43,7,10,25,22,1,1,0,0,0,0,0,0,0,0
50,67,50,11,58,41,2,2,1,3,1,1,0,0,4,0,1,1,1,0,0,0,0,0,1
25,0,2,42,35,41,1,2,2,15,32,35,25,13,18,1,1,0,0,1,1,1,0,1,0
64,127,75,35,128,128,0,1,2,13,4,0,4,9,9,0,1,0,1,0,0,0,1,1,1
131,151,64,70,151,40,0,0,2,24,60,15,26,57,73,0,1,1,1,1,1,1,1,0,0
7,22,40,71,10,61,0,1,2,0,23,25,3,12,22,1,0,1,0,0,1,0,0,0,1
90,9,17,62,51,68,1,1,2,63,53,46,31,51,54,1,0,1,1,0,0,1,1,1,0
44,25,26,50,6,0,2,1,2,27,27,16,0,11,26,1,1,0,1,0,0,0,1,0,0
88,130,129,33,117,26,1,2,1,24,4,7,0,23,2,1,1,0,1,0,1,0,0,0,0
4,2,0,3,0,0,0,1,1,4,9,16,9,7,8,0,0,1,0,1,0,1,0,0,0
6,5,7,4,8,7,1,2,2,17,29,13,0,70,47,0,0,1,0,0,0,1,0,1,0
181,73,12,63,221,153,0,0,0,16,16,19,4,7,18,1,0,0,0,0,0,1,1,0,1
23,88,158,98,126,125,0,0,1,12,12,2,0,9,12,0,0,1,0,0,0,1,1,1,0
56,60,66,68,77,67,0,0,2,4,8,4,8,4,8,0,1,1,0,1,0,1,0,0,0
59,57,121,77,180,106,1,2,1,27,24,75,3,43,3,1,1,1,1,0,0,1,1,1,1
32,41,23,34,24,24,2,1,0,20,26,66,20,45,53,1,1,0,1,1,1,0,1,0,1
143,143,65,5,124,36,2,2,1,4,1,10,24,12,1,0,0,0,0,0,1,0,0,0,1
17,54,56,22,128,160,2,2,2,6,16,14,16,5,5,0,1,1,0,1,1,1,0,0,1
26,103,40,61,26,53,2,0,2,33,3,42,38,2,23,1,1,0,0,1,1,1,0,0,1
101,79,19,44,107,102,0,0,0,51,3,25,71,49,37,0,0,1,1,1,0,0,0,0,0
47,59,103,58,23,124,2,0,1,6,15,2,40,18,16,1,0,1,0,0,0,1,1,1,0
53,124,118,174,51,189,2,1,0,6,61,28,44,7,12,1,0,0,1,0,1,0,1,1,1
15,0,18,5,3,35,2,2,0,14,49,75,73,45,76,0,0,1,0,0,0,1,0,0,1
97,140,132,73,159,32,2,0,0,12,4,39,24,34,9,0,0,1,0,0,0,1,1,1,1
30,57,32,52,34,73,2,2,1,35,53,4,28,4,32,1,1,0,0,0,1,0,0,1,0
31,90,27,62,7,76,0,2,1,33,46,54,62,13,47,1,0,1,0,0,1,0,0,1,0
5,50,1,116,122,30,0,0,0,15,16,0,0,12,4,0,1,0,0,1,0,1,1,1,1
223,5,155,7,43,213,0,1,2,22,44,52,8,18,53,1,1,1,0,0,1,1,1,0,1
2,0,2,2,1,2,0,2,0,1,2,8,9,2,1,1,0,1,0,0,1,1,1,1,0
4,1,0,6,3,5,1,1,1,66,16,58,59,19,44,1,1,1,0,1,0,0,1,0,0
136,89,109,177,197,164,2,0,2,43,30,42,32,16,18,0,1,1,0,0,1,0,0,0,0
40,39,82,26,26,86,0,2,1,13,15,1,18,20,19,0,1,1,0,1,0,0,1,1,1
69,56,48,89,31,61,1,2,0,10,58,86,17,12,36,0,0,0,0,0,0,0,0,1,0
65,24,105,91,25,91,0,0,1,20,7,24,10,25,10,0,1,1,1,1,1,0,1,0,1
83,104,1,84,76,84,0,2,0,5,17,4,5,24,15,1,0,1,0,0,1,1,1,0,1
7,12,18,50,7,78,1,2,2,29,68,20,63,72,33,0,1,0,0,1,0,0,1,0,0
11,53,62,21,71,32,0,1,0,66,6,33,78,25,79,0,1,1,0,0,0,0,1,0,1
9,17,2,14,18,14,0,0,1,45,432,477,315,270,513,0,0,1,1,1,1,0,1,0,1
0,0,0,0,0,0,1,1,2,50,34,85,26,82,18,0,0,0,0,1,0,0,0,0,0
9,6,10,8,21,10,2,1,0,21,6,48,25,39,0,1,0,0,1,1,0,1,0,0,1
200,166,61,148,165,34,1,1,1,17,21,25,11,2,10,0,1,0,0,0,0,0,0,1,0
183,63,119,13,11,54,0,0,0,50,26,66,17,36,58,1,0,0,0,0,0,1,1,0,1
83,51,6,2,133,42,2,1,2,44,27,24,52,34,19,1,1,1,0,0,1,1,1,1,1
52,22,24,113,45,12,1,2,0,3,17,16,3,31,4,0,1,1,0,1,1,1,0,1,0
14,18,10,18,20,9,2,2,2,9,0,9,0,27,27,1,1,0,1,0,1,0,0,1,0
78,85,96,12,84,59,0,1,2,6,12,0,17,17,1,1,0,0,1,1,1,1,0,0,0
17,15,7,47,8,35,1,0,0,10,28,13,38,0,39,1,0,0,1,1,0,1,0,1,0
55,112,54,53,80,21,0,2,2,9,34,28,5,2,19,0,0,0,0,1,0,0,0,1,0
60,8,41,71,81,53,1,0,0,3,2,9,9,3,43,0,1,1,0,0,1,0,1,1,1
51,81,5,18,86,36,2,1,1,34,34,25,29,20,11,1,0,1,0,0,1,0,0,1,0
88,18,14,62,82,26,1,2,1,65,53,23,53,69,41,0,0,1,1,0,0,1,0,1,1
2,18,118,56,0,77,2,0,0,37,12,12,2,6,10,1,1,1,1,0,0,1,0,1,0
60,99,135,7,143,141,0,1,2,44,13,41,47,45,6,0,0,0,0,1,1,1,0,1,1
151,175,174,88,50,109,1,1,1,17,67,34,37,51,66,1,1,0,0,0,1,0,0,1,1
108,141,39,128,58,80,0,0,1,34,30,13,28,24,36,0,0,1,1,0,0,0,1,0,0
43,93,86,33,57,81,1,1,1,1,2,2,0,2,3,0,0,0,0,0,1,0,1,1,1
154,191,201,68,154,67,0,1,2,37,4,12,16,49,47,1,1,1,0,1,0,0,0,1,0
43,25,17,43,20,34,2,0,0,13,20,23,15,15,7,0,0,1,0,1,1,1,0,1,0
106,4,117,57,90,95,2,0,1,15,67,36,38,3,85,1,0,0,1,0,0,1,1,0,0
100,26,86,89,121,124,0,2,1,11,5,2,6,22,24,0,0,0,0,0,0,1,0,1,1
145,179,86,145,166,8,0,0,1,46,11,7,18,67,30,1,0,1,0,1,1,0,0,1,0
24,24,19,36,21,2,2,2,2,27,4,47,20,44,49,0,0,0,1,1,1,0,1,1,0
17,124,27,9,179,155,0,2,1,3,0,0,5,2,2,1,0,0,1,0,0,0,0,0,0
52,28,105,68,15,88,1,0,2,2,5,14,16,5,14,1,0,0,1,0,0,1,1,0,0
82,71,74,55,15,9,1,1,1,9,16,14,23,21,0,0,0,1,0,0,0,0,0,1,0
125,31,102,90,100,122,0,0,1,172,96,120,20,136,164,1,0,0,1,1,1,1,1,1,0
6,2,0,4,5,5,0,0,2,24,43,32,29,42,10,0,1,1,1,1,1,1,1,1,1
6,11,7,8,14,6,1,2,0,55,2,1,12,26,11,1,1,0,1,0,0,0,1,0,0
74,36,47,72,48,78,1,0,1,12,66,56,57,82,12,0,1,0,1,0,1,1,1,0,0
50,65,1,52,62,5,1,1,1,5,3,5,5,3,5,1,0,0,1,1,0,0,1,1,0
65,59,24,45,33,30,0,1,0,1,27,40,24,7,17,1,1,1,1,1,1,1,1,0,1
189,171,182,216,20,181,2,2,1,22,7,3,16,20,7,0,1,0,1,1,1,0,0,1,1
46,167,167,170,55,32,2,2,0,15,16,9,8,6,3,0,0,1,1,0,0,0,1,0,1
79,40,86,86,70,34,2,2,1,39,58,64,68,72,1,1,0,1,0,0,1,0,0,1,1
78,33,135,124,126,82,1,2,2,29,24,23,6,35,30,1,0,1,1,0,0,1,1,0,0
58,88,0,104,88,105,2,2,2,19,18,24,16,3,55,0,1,0,0,0,0,1,0,0,0
13,66,47,90,79,46,1,0,0,90,19,86,54,85,47,1,1,0,0,0,1,1,0,1,0
197,168,8,19,144,24,0,2,1,57,14,47,14,1,36,1,0,0,0,1,0,0,0,0,0
68,19,52,120,148,32,0,1,0,37,61,41,32,17,10,1,1,1,1,0,0,1,1,1,0
154,155,203,88,41,2,2,1,0,380,60,180,280,200,360,1,1,1,0,1,1,1,0,0,1
162,193,49,44,209,103,2,2,1,22,74,42,19,42,37,0,1,1,0,1,0,1,1,1,0
2,34,23,5,35,41,1,0,2,44,15,23,44,1,16,0,0,1,1,0,0,1,1,1,1
138,71,126,123,121,60,2,2,2,36,18,40,11,55,22,0,0,1,0,1,1,0,1,1,0
221,100,36,12,12,75,0,1,2,0,3,16,88,20,51,1,1,0,0,0,1,1,1,1,1
45,23,97,100,84,38,1,1,1,60,15,44,18,44,70,1,0,1,0,1,1,0,0,1,1
0,65,43,71,58,70,0,0,1,133,19,114,209,133,285,1,1,0,0,0,1,1,1,1,1
61,103,158,3,107,69,1,1,1,28,45,37,41,32,43,1,0,0,1,0,1,0,0,0,0
17,9,6,4,12,17,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1
87,43,0,6,133,56,0,2,0,9,1,2,9,9,12,0,1,0,1,0,1,1,1,0,1
5,5,7,8,21,10,0,1,1,25,65,39,52,71,61,0,1,0,0,1,0,0,0,1,1
156,29,121,133,42,144,2,0,0,1,24,3,10,20,0,1,1,0,0,1,0,1,0,0,0
65,81,95,25,99,102,0,1,1,36,27,20,60,35,40,0,1,1,0,1,1,1,0,0,1
88,13,16,43,89,44,0,0,0,55,10,19,65,20,0,1,1,1,0,0,1,1,1,1,1
2,40,12,6,9,68,0,0,0,66,50,26,20,19,74,1,0,0,0,1,0,0,0,0,1
30,24,38,44,66,56,2,2,0,8,14,11,18,11,14,1,0,0,1,1,1,0,1,1,1
4,8,11,62,11,95,0,0,2,71,66,51,63,11,56,1,1,0,1,0,0,0,0,0,0
3,2,3,0,0,0,1,1,1,19,50,43,32,26,19,1,0,0,0,1,1,0,1,0,1
5,21,15,0,23,18,0,2,0,9,3,5,20,22,24,0,1,0,0,0,0,0,1,1,0
148,77,202,179,38,199,0,1,0,63,41,70,61,51,71,0,0,1,0,1,1,1,1,0,0
61,15,6,17,76,100,0,2,0,8,6,2,5,4,8,1,0,1,0,0,1,1,0,1,1
149,41,82,50,55,11,0,0,1,4,43,12,85,30,89,1,0,1,0,0,1,1,1,1,1
6,21,31,15,4,28,0,2,2,14,40,8,10,19,32,1,0,0,1,1,0,1,0,0,0
19,68,85,58,3,48,0,1,2,12,13,18,19,21,16,1,1,1,0,0,1,1,1,0,0
66,119,118,91,4,71,1,2,0,98,51,23,74,30,85,1,1,0,1,1,0,1,0,1,1
17,203,142,181,148,8,2,0,2,66,67,34,58,46,5,0,1,0,0,0,0,1,0,1,0
50,93,137,46,77,5,2,2,2,15,6,14,20,18,20,0,1,0,0,0,0,0,1,1,0
21,26,190,121,58,151,2,0,2,12,16,8,29,27,14,0,0,1,0,0,0,0,1,1,1
46,6,21,12,36,24,0,0,0,50,110,0,20,90,0,1,0,1,1,1,0,0,0,0,0
51,15,4,16,64,27,1,1,2,1,52,16,20,11,21,1,1,0,0,1,0,1,1,1,1
57,58,51,75,46,75,1,0,2,8,3,70,11,78,87,0,1,1,0,1,0,1,1,1,0
114,108,156,70,16,163,1,2,2,8,19,23,25,21,1,1,0,1,1,1,1,0,0,0,0
56,61,24,15,50,69,0,0,2,65,10,21,24,2,9,1,0,0,1,0,0,0,1,1,1
56,23,25,13,34,55,2,2,0,0,34,12,6,29,55,1,0,1,0,0,0,0,1,1,1
51,21,10,12,11,65,0,2,1,38,13,15,23,23,18,0,1,1,0,1,0,0,1,0,0
90,38,50,40,42,66,1,0,2,37,1,33,10,44,76,1,0,1,0,1,0,0,0,1,1
175,44,84,219,73,177,1,2,2,49,20,38,64,59,59,0,0,0,0,0,0,1,0,1,0
122,217,42,205,146,169,2,0,0,25,16,25,20,1,12,0,1,1,0,1,0,1,0,0,0
24,2,46,58,39,59,1,0,2,11,9,10,2,11,5,0,0,1,0,0,0,0,0,0,1
12,24,21,1,29,36,0,0,1,9,5,3,13,5,9,1,1,1,1,0,0,1,0,0,0
8,8,21,23,19,11,0,0,0,56,12,50,2,10,47,1,0,1,1,1,0,1,0,1,1
133,22,49,121,122,107,2,0,0,13,17,4,15,7,9,1,1,0,0,0,0,1,1,1,1
137,65,34,100,98,35,2,1,0,2,61,20,8,11,68,0,0,1,0,0,1,0,1,0,1
32,29,6,20,1,10,0,0,0,2,39,21,31,33,17,1,1,0,1,0,0,0,0,0,0
33,21,15,46,31,23,2,0,1,12,4,0,5,11,63,0,0,0,0,1,0,0,1,1,0
172,172,48,99,123,194,0,2,0,20,11,17,18,21,7,0,1,0,1,1,1,0,0,0,1
15,116,177,21,204,180,0,1,1,20,54,26,63,65,32,1,0,1,0,1,0,1,1,1,0
36,47,48,47,57,73,1,0,0,18,4,8,16,11,10,1,1,0,1,1,0,1,0,0,0
118,110,111,70,175,11,1,1,2,36,70,77,82,25,11,1,1,0,0,0,0,0,0,1,1
25,25,2,13,8,16,1,0,0,8,0,13,7,7,11,1,0,0,1,0,0,1,0,0,1
19,43,70,35,3,20,0,2,0,16,4,21,10,23,1,0,1,0,0,0,0,1,0,1,0
19,31,10,26,27,31,2,2,0,76,57,70,43,61,76,1,1,0,1,1,0,1,0,0,1
28,100,161,133,19,129,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
53,93,113,157,72,6,1,2,2,37,29,58,24,27,34,0,1,1,1,1,0,0,1,1,0
36,55,6,61,7,73,0,2,0,2,21,8,25,0,5,0,0,1,1,0,1,0,0,1,1
159,134,1,97,46,126,1,1,0,15,49,11,41,34,13,0,1,0,0,0,0,1,0,1,1
117,74,89,54,41,18,0,1,1,60,37,49,17,29,15,1,0,1,1,1,0,0,1,1,0
137,120,85,150,12,117,0,0,1,36,33,9,9,18,16,0,1,0,0,0,0,0,1,1,0
13,6,9,25,11,12,0,0,2,9,6,16,1,11,18,0,1,0,1,1,1,0,1,1,0
148,121,200,96,223,219,1,1,2,14,35,42,38,33,25,0,0,0,1,0,1,0,1,0,0
3,55,28,2,60,34,1,1,1,10,16,15,2,22,12,1,0,1,1,0,1,1,0,1,1
87,19,55,16,89,40,0,0,1,20,58,62,21,19,12,1,0,0,1,1,0,0,1,0,1
78,63,177,203,204,136,2,1,0,47,37,21,63,70,78,1,1,0,0,1,1,0,1,0,0
169,65,25,42,100,6,0,0,2,42,33,0,8,29,31,1,0,0,0,1,1,1,1,1,1
11,26,28,10,3,5,0,1,1,14,19,30,8,6,39,1,1,0,0,0,0,1,1,0,0
55,17,66,47,66,7,1,2,1,55,0,11,16,45,31,1,1,0,0,1,0,0,0,1,0
164,114,150,28,163,44,2,1,1,9,1,0,0,3,9,0,0,0,1,1,0,0,1,1,0
203,130,135,97,4,157,0,2,1,13,63,71,65,13,3,1,1,1,1,0,0,0,1,1,1
58,194,5,56,29,119,2,0,1,0,1,2,2,1,1,0,0,1,0,0,0,1,0,1,0
78,81,72,4,101,45,1,2,0,1,33,10,74,69,5,1,1,0,0,0,1,1,0,1,0
12,8,7,7,12,5,1,0,2,31,18,16,23,26,21,0,1,0,0,0,0,1,0,0,0
12,14,13,3,7,13,2,2,0,24,12,12,27,10,37,1,0,0,1,1,1,0,0,0,0
172,120,64,205,216,25,2,0,1,1,65,64,22,71,63,1,1,1,0,0,0,1,1,1,1
66,89,28,113,10,58,0,0,1,13,45,24,28,54,43,0,1,0,0,1,0,0,1,1,1
0,0,0,0,0,0,2,0,1,23,33,29,9,4,9,0,0,0,1,0,0,0,1,1,1
116,160,206,238,149,230,0,0,0,39,2,10,9,34,61,1,0,1,1,0,0,0,0,1,0
24,160,150,151,51,120,1,2,0,55,16,7,37,10,31,1,0,0,0,1,0,1,1,0,0
48,145,146,114,14,31,1,1,1,42,41,51,25,53,51,0,1,0,0,0,0,0,0,0,0
84,89,47,72,38,41,0,0,2,45,17,44,31,42,7,1,0,1,0,1,0,1,0,1,0
33,46,98,180,67,54,2,0,1,22,25,55,64,37,29,0,1,0,0,1,0,0,1,0,0
63,119,40,85,50,110,0,1,1,3,2,1,1,16,3,0,0,0,1,1,1,1,0,0,1
2,57,106,33,13,123,0,1,2,0,4,0,0,5,6,1,0,0,0,1,0,0,0,1,0
7,5,10,0,0,10,2,1,1,1,38,3,21,0,21,0,1,0,1,1,0,0,0,0,1
137,7,115,42,170,68,0,2,2,4,3,21,6,18,3,0,0,1,0,0,1,1,0,0,1
154,2,138,151,126,137,1,2,1,13,13,13,0,13,13,1,0,1,0,1,1,0,0,0,0
31,87,9,18,73,55,2,0,1,6,25,6,13,11,20,0,0,0,1,1,1,1,1,0,0
76,31,67,41,4,81,0,2,2,19,20,15,2,20,4,0,0,0,0,1,1,0,0,0,1
20,20,18,12,3,16,2,0,0,7,29,14,24,22,16,1,1,1,1,1,1,0,0,1,1
109,81,158,166,71,122,0,0,2,53,51,36,22,70,61,1,1,0,1,1,1,1,0,1,1
17,21,3,31,22,6,1,1,2,28,41,18,52,58,15,1,0,0,0,0,0,1,0,0,1
69,18,58,39,14,47,1,1,1,0,35,16,8,29,11,1,1,1,1,0,0,0,1,1,0
27,59,56,175,118,106,0,1,1,5,3,2,4,7,9,1,0,0,0,0,0,1,0,1,1
15,28,5,16,20,20,2,0,2,9,30,24,38,30,31,1,0,1,0,1,0,0,1,0,0
43,43,53,15,53,94,0,1,1,21,72,8,78,21,49,0,0,1,1,1,1,0,1,1,0
37,96,10,37,45,15,2,2,2,22,14,12,28,6,24,0,0,0,0,0,0,1,0,0,0
29,23,7,20,53,84,2,1,2,1,1,0,2,0,1,0,0,1,0,1,1,0,0,0,1
160,56,129,165,148,112,0,1,1,44,62,72,0,56,42,1,0,1,0,1,1,0,1,0,1
95,77,66,38,5,60,0,1,1,11,17,6,21,5,11,0,1,0,1,0,0,1,0,0,0
29,18,64,30,62,9,1,1,0,53,23,19,32,61,77,1,1,1,0,1,0,1,0,0,0
3,39,46,6,42,35,2,2,0,70,35,93,75,86,86,0,1,1,1,1,1,0,0,0,1
26,22,44,53,43,39,1,0,2,13,5,0,13,2,16,1,1,1,0,0,0,1,1,0,0
23,100,58,47,20,17,1,0,2,10,9,7,3,3,9,0,1,1,1,0,1,0,0,1,0
0,6,6,0,1,0,1,2,0,56,3,21,5,44,16,0,1,0,1,0,1,0,1,0,1
167,82,122,64,151,22,0,0,1,5,6,2,8,8,9,0,0,0,1,0,0,1,0,0,0
189,108,182,159,73,116,1,2,1,14,29,19,22,33,7,1,0,0,0,0,1,0,1,1,1
103,74,92,192,197,146,2,1,0,11,21,0,9,7,18,1,1,0,1,0,1,1,0,0,0
35,26,16,42,25,24,1,2,1,43,27,77,22,66,38,1,1,0,1,0,1,0,0,0,0
31,23,70,177,172,118,1,2,1,3,14,5,1,10,9,1,0,0,0,0,1,1,1,0,1
68,44,28,30,15,15,1,2,0,15,57,61,42,4,20,0,0,0,0,1,1,1,1,0,1
163,143,84,15,150,130,1,2,1,5,18,38,23,15,12,1,1,0,0,0,1,0,7,0,1
60,175,9,25,119,150,1,1,0,47,81,49,55,5,23,0,0,1,1,1,0,1,0,1,0
17,61,38,52,29,56,0,2,1,25,10,9,14,19,24,1,1,1,0,0,1,0,1,1,0
11,103,118,112,124,120,2,1,0,29,58,17,61,33,65,0,0,0,0,1,1,1,1,0,1
200,169,104,169,46,185,1,1,2,1,16,10,6,9,8,0,0,0,0,0,1,0,1,0,0
26,77,24,59,58,11,1,2,2,8,31,37,37,8,22,0,1,1,0,0,1,0,1,0,1
7,72,80,169,3,94,2,1,1,41,59,60,29,1,54,1,1,0,1,1,1,0,1,1,1
31,14,12,36,7,8,1,2,2,7,13,2,16,4,17,0,0,1,1,1,0,1,1,1,1
142,188,105,14,136,229,1,0,1,41,33,46,52,80,60,1,1,0,0,1,1,1,0,0,0
75,49,122,79,31,83,2,1,2,11,4,4,10,6,11,1,0,1,0,1,0,0,0,1,1
178,85,179,23,15,17,1,0,1,18,13,17,4,17,3,1,0,1,1,1,0,1,0,1,0
32,50,90,32,48,65,0,1,2,29,13,21,13,22,40,0,1,1,1,0,1,1,0,1,1
14,46,10,26,3,46,1,1,0,1,16,38,0,28,39,1,0,1,1,1,0,0,1,1,0
6,1,75,108,15,95,1,1,0,70,66,13,87,7,47,1,1,0,0,0,0,0,0,1,0
12,48,34,21,15,70,2,0,0,1,0,3,0,2,2,1,0,0,1,0,1,1,1,1,0
27,41,125,47,111,30,2,1,0,55,20,38,11,0,7,1,0,0,0,1,0,1,1,1,1
8,7,7,8,6,7,2,0,0,74,34,76,34,1,85,0,0,1,0,1,0,0,0,1,1
48,105,21,51,23,91,1,1,0,19,17,25,22,23,8,1,1,1,1,1,1,1,0,1,0
200,30,138,76,155,31,2,1,2,1,2,1,3,14,19,0,0,1,0,0,1,1,0,1,0
4,45,2,7,54,16,1,0,0,16,28,39,12,16,14,0,1,0,1,0,0,1,1,1,1
29,20,62,51,137,116,1,2,1,0,16,18,10,8,14,1,1,1,0,0,1,0,1,0,1
2,1,2,7,2,12,0,2,1,16,47,34,10,10,39,1,0,1,1,1,1,1,0,0,0
38,77,85,127,42,53,0,1,2,23,26,9,33,27,20,0,1,0,0,0,0,1,1,1,1
47,173,120,73,74,230,1,0,0,8,14,13,27,30,28,1,0,0,1,1,0,0,0,0,1
40,18,3,31,38,26,1,1,2,26,66,42,78,61,64,1,1,1,0,0,1,1,0,1,1
25,55,29,27,45,38,1,1,0,40,13,23,40,21,35,0,1,1,1,1,1,1,0,0,0
26,91,8,32,77,2,0,0,2,13,12,3,15,5,0,1,1,1,1,0,1,1,0,0,0
63,59,170,177,175,41,1,2,0,45,35,14,26,35,44,0,0,0,0,1,1,0,1,0,1
47,53,36,76,18,1,0,0,2,26,33,0,28,0,5,1,0,0,0,1,0,1,1,1,0
-198,137,152,102,177,19,2,0,0,24,8,65,72,84,79,1,0,0,0,1,1,1,1,0,1
72,87,6,41,36,28,1,1,0,35,16,36,37,4,9,1,1,0,1,1,0,0,0,1,0
95,76,19,46,66,52,0,2,1,37,24,43,16,13,32,0,0,0,1,0,0,0,0,0,1
27,30,12,0,26,0,1,1,0,33,17,51,14,17,30,1,1,1,1,0,0,1,1,0,1
38,2,19,92,20,103,1,1,2,2,0,3,22,9,32,1,1,0,1,0,1,0,0,0,0
89,32,53,111,100,8,1,0,2,28,89,53,66,26,28,1,0,0,1,1,1,0,1,1,0
21,129,54,15,94,72,0,2,1,18,65,43,85,69,78,0,0,1,1,1,0,1,0,0,0
32,64,73,55,63,74,2,2,1,4,2,14,6,0,5,0,1,1,0,0,1,0,0,1,1
126,84,199,184,234,171,2,0,2,36,16,19,52,45,11,1,0,1,0,0,1,0,0,0,0
3,3,0,4,2,1,1,0,2,66,74,21,20,23,3,0,0,0,0,0,1,0,0,0,1
212,119,39,169,157,99,2,1,1,40,46,53,10,48,39,0,1,1,0,1,0,0,1,1,1
0,11,2,11,7,5,2,2,1,32,31,32,31,45,50,0,0,1,1,0,1,1,1,1,1
